vdd,vdd18,vwl,vgen,bitline_leakage(uA),Vss(V),Vrbl(V),Instance,Lot Bin Wafer,Part Number,Temp,Date
0.92,1.53,0,0,0.252818,0.004425,0.179229,6,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,4,4,0.261467,0.004044,0.179152,6,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,8,8,0.260621,0.004196,0.179610,6,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,12,12,0.269312,0.004196,0.179076,6,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,16,16,0.260758,0.004273,0.179381,6,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,20,20,0.268430,0.004120,0.179152,6,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,24,24,0.260418,0.004196,0.179229,6,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,28,28,0.268585,0.004273,0.179534,6,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,0,0,0.601783,0.004578,0.394089,6,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,4,4,0.614635,0.004578,0.394547,6,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,8,8,0.614337,0.004731,0.394395,6,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,12,12,0.614164,0.004654,0.394547,6,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,16,16,0.614510,0.004654,0.394318,6,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,20,20,0.614283,0.004959,0.394547,6,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,24,24,0.614104,0.004807,0.394395,6,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,28,28,0.614098,0.004807,0.394547,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,0,0,0.434591,0.004349,0.333889,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,4,4,0.448104,0.004425,0.333889,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,8,8,0.447675,0.004425,0.333507,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,12,12,0.447693,0.004425,0.333813,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,16,16,0.448760,0.004349,0.333584,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,20,20,0.447806,0.004425,0.333736,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,24,24,0.447711,0.004502,0.333813,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,28,28,0.447335,0.004502,0.333660,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,0,0,0.291510,0.004196,0.241337,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,4,4,0.302282,0.004196,0.241337,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,8,8,0.302699,0.004196,0.241413,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,12,12,0.295075,0.004654,0.241795,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,16,16,0.302324,0.004196,0.241337,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,20,20,0.302413,0.004196,0.241566,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,24,24,0.302753,0.004196,0.241566,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,28,28,0.302246,0.004273,0.241337,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,0,0,0.254731,0.004502,0.191437,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,4,4,0.270403,0.004273,0.191437,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,8,8,0.271088,0.004273,0.191284,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,12,12,0.269592,0.004349,0.191208,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,16,16,0.270283,0.004425,0.191589,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,20,20,0.263852,0.004273,0.191284,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,24,24,0.263679,0.004349,0.191513,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,28,28,0.271315,0.004425,0.191589,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,0,0,0.253104,0.004273,0.179534,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,4,4,0.268316,0.004196,0.179458,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,8,8,0.260663,0.004273,0.179305,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,12,12,0.268835,0.004273,0.179458,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,16,16,0.260925,0.004273,0.179076,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,20,20,0.269020,0.004273,0.179458,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,24,24,0.268823,0.004273,0.179229,6,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,28,28,0.260877,0.004273,0.179305,6,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,0,0,0.600203,0.004502,0.393861,6,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,4,4,0.614945,0.004502,0.394242,6,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,8,8,0.607583,0.004578,0.394624,6,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,12,12,0.615016,0.004578,0.394395,6,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,16,16,0.614730,0.004502,0.394395,6,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,20,20,0.614760,0.004731,0.394242,6,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,24,24,0.607679,0.004578,0.394547,6,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,28,28,0.615052,0.004654,0.394471,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,0,0,0.434734,0.004273,0.333431,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,4,4,0.448003,0.004349,0.333584,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,8,8,0.447931,0.004273,0.333736,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,12,12,0.447395,0.004425,0.333431,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,16,16,0.447633,0.004273,0.333584,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,20,20,0.446411,0.004349,0.333660,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,24,24,0.447943,0.004349,0.333355,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,28,28,0.447872,0.004731,0.333813,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,0,0,0.291636,0.004196,0.241413,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,4,4,0.302371,0.004120,0.241566,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,8,8,0.303456,0.004196,0.241642,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,12,12,0.301900,0.004120,0.241261,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,16,16,0.304219,0.004120,0.241718,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,20,20,0.301811,0.004196,0.241184,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,24,24,0.302127,0.004196,0.241489,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,28,28,0.302771,0.004120,0.241489,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,0,0,0.261998,0.004044,0.191742,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,4,4,0.278474,0.004120,0.191589,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,8,8,0.270450,0.004044,0.190979,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,12,12,0.270599,0.004044,0.191589,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,16,16,0.269026,0.004044,0.190979,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,20,20,0.270093,0.004044,0.191360,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,24,24,0.270796,0.004349,0.191360,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,28,28,0.270689,0.004044,0.191208,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.53,0,0,0.253134,0.004120,0.179381,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.53,4,4,0.261718,0.004196,0.179458,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.53,8,8,0.261187,0.004196,0.179305,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.53,12,12,0.260800,0.004425,0.179381,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.53,16,16,0.268692,0.004425,0.179229,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.53,20,20,0.261086,0.004196,0.179000,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.53,24,24,0.268644,0.004196,0.179381,6,P9HK27_0i_03,P0019,25C,231114
0.8,1.53,28,28,0.261116,0.004273,0.179305,6,P9HK27_0i_03,P0019,25C,231114
0.7,2.07,0,0,0.594135,0.568664,0.394852,6,P9HK27_0i_03,P0019,25C,231114
0.7,2.07,4,4,0.585486,0.564544,0.394929,6,P9HK27_0i_03,P0019,25C,231114
0.7,2.07,8,8,0.592627,0.564467,0.394852,6,P9HK27_0i_03,P0019,25C,231114
0.7,2.07,12,12,0.585653,0.564391,0.395005,6,P9HK27_0i_03,P0019,25C,231114
0.7,2.07,16,16,0.592216,0.564696,0.394776,6,P9HK27_0i_03,P0019,25C,231114
0.7,2.07,20,20,0.585057,0.564696,0.395158,6,P9HK27_0i_03,P0019,25C,231114
0.7,2.07,24,24,0.584574,0.564773,0.394852,6,P9HK27_0i_03,P0019,25C,231114
0.7,2.07,28,28,0.585182,0.564620,0.395081,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.98,0,0,0.433971,0.488549,0.334118,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.98,4,4,0.427253,0.484505,0.334118,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.98,8,8,0.427175,0.484581,0.334118,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.98,12,12,0.426913,0.484276,0.334270,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.98,16,16,0.427479,0.484276,0.334041,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.98,20,20,0.427253,0.484200,0.334041,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.98,24,24,0.420469,0.484505,0.334347,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.98,28,28,0.427748,0.484352,0.334118,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.8,0,0,0.292136,0.004349,0.241718,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.8,4,4,0.302252,0.004120,0.241718,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.8,8,8,0.303301,0.004044,0.241413,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.8,12,12,0.310883,0.004044,0.241337,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.8,16,16,0.302896,0.004044,0.241489,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.8,20,20,0.301620,0.004120,0.241337,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.8,24,24,0.302943,0.004120,0.241489,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.8,28,28,0.302020,0.004120,0.241642,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.62,0,0,0.263673,0.003891,0.191589,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.62,4,4,0.270391,0.003891,0.191666,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.62,8,8,0.271023,0.004349,0.191132,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.62,12,12,0.269896,0.003968,0.191589,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.62,16,16,0.269151,0.003968,0.191208,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.62,20,20,0.270742,0.003968,0.191360,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.62,24,24,0.271368,0.003968,0.191513,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.62,28,28,0.269222,0.004044,0.191208,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.53,0,0,0.260639,0.003968,0.179458,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.53,4,4,0.268763,0.003891,0.179534,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.53,8,8,0.268680,0.003891,0.179000,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.53,12,12,0.271678,0.004196,0.179381,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.53,16,16,0.267768,0.003891,0.179305,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.53,20,20,0.269282,0.003891,0.179076,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.53,24,24,0.260722,0.003968,0.179687,6,P9HK27_0i_03,P0019,25C,231114
0.7,1.53,28,28,0.267834,0.003968,0.178924,6,P9HK27_0i_03,P0019,25C,231114
0.68,2.07,0,0,0.594612,0.568664,0.394776,6,P9HK27_0i_03,P0019,25C,231114
0.68,2.07,4,4,0.586160,0.564773,0.394929,6,P9HK27_0i_03,P0019,25C,231114
0.68,2.07,8,8,0.592627,0.564086,0.394624,6,P9HK27_0i_03,P0019,25C,231114
0.68,2.07,12,12,0.585099,0.564391,0.394776,6,P9HK27_0i_03,P0019,25C,231114
0.68,2.07,16,16,0.584550,0.564849,0.395005,6,P9HK27_0i_03,P0019,25C,231114
0.68,2.07,20,20,0.584282,0.564773,0.394700,6,P9HK27_0i_03,P0019,25C,231114
0.68,2.07,24,24,0.584800,0.564696,0.395005,6,P9HK27_0i_03,P0019,25C,231114
0.68,2.07,28,28,0.584759,0.564620,0.394776,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.98,0,0,0.434781,0.488854,0.334270,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.98,4,4,0.426973,0.484581,0.334270,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.98,8,8,0.427473,0.484505,0.334041,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.98,12,12,0.427235,0.484505,0.334423,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.98,16,16,0.419301,0.484505,0.334194,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.98,20,20,0.427056,0.484658,0.334270,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.98,24,24,0.419647,0.484200,0.334118,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.98,28,28,0.426788,0.484658,0.334041,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.8,0,0,0.290998,0.347089,0.241718,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.8,4,4,0.287075,0.343579,0.241795,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.8,8,8,0.286563,0.344037,0.241489,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.8,12,12,0.286968,0.343503,0.241871,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.8,16,16,0.287242,0.343655,0.241718,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.8,20,20,0.293847,0.344113,0.241642,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.8,24,24,0.287278,0.344037,0.241871,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.8,28,28,0.287010,0.343655,0.241566,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.62,0,0,0.262308,0.003891,0.191132,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.62,4,4,0.270605,0.004120,0.191208,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.62,8,8,0.269610,0.004120,0.191513,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.62,12,12,0.270373,0.004425,0.191208,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.62,16,16,0.270528,0.003968,0.191437,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.62,20,20,0.271064,0.004120,0.191132,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.62,24,24,0.269813,0.003968,0.191208,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.62,28,28,0.270468,0.004044,0.191360,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.53,0,0,0.260478,0.003739,0.179610,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.53,4,4,0.268316,0.003815,0.178924,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.53,8,8,0.269062,0.003891,0.178847,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.53,12,12,0.268346,0.003891,0.179458,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.53,16,16,0.268060,0.003968,0.179076,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.53,20,20,0.268304,0.003891,0.179229,6,P9HK27_0i_03,P0019,25C,231114
0.68,1.53,24,24,0.267828,0.003891,0.179381,6,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,0,0,0.617395,0.004578,0.394929,0,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,4,4,0.614969,0.004959,0.395158,0,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,8,8,0.614689,0.004578,0.394624,0,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,12,12,0.615046,0.004883,0.394852,0,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,16,16,0.614313,0.004807,0.394471,0,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,20,20,0.614701,0.004578,0.394700,0,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,24,24,0.606999,0.004731,0.394547,0,P9HK27_0i_03,P0019,25C,231114
0.92,2.07,28,28,0.613765,0.004654,0.394547,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,0,0,0.435211,0.004349,0.334118,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,4,4,0.448271,0.004425,0.334270,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,8,8,0.447299,0.004349,0.333813,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,12,12,0.447687,0.004349,0.333965,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,16,16,0.448182,0.004425,0.334194,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,20,20,0.440367,0.004349,0.333965,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,24,24,0.448855,0.004425,0.334270,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.98,28,28,0.448021,0.004425,0.333965,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,0,0,0.291940,0.004196,0.241871,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,4,4,0.302878,0.004425,0.241718,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,8,8,0.303343,0.004120,0.241718,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,12,12,0.302276,0.004120,0.241947,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,16,16,0.302753,0.004196,0.241718,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,20,20,0.302723,0.004273,0.242100,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,24,24,0.302794,0.004731,0.241795,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.8,28,28,0.302282,0.004196,0.241871,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.62,0,0,0.262153,0.004349,0.191818,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.62,4,4,0.263726,0.004502,0.191513,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.62,8,8,0.263476,0.004578,0.191437,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.62,12,12,0.269586,0.004273,0.191437,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.62,16,16,0.270886,0.005494,0.191818,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.62,20,20,0.271744,0.004425,0.191360,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.62,24,24,0.271923,0.004349,0.191742,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.62,28,28,0.263977,0.004654,0.191437,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,0,0,0.253325,0.004196,0.179229,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,4,4,0.262284,0.004196,0.179152,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,8,8,0.261485,0.004273,0.179610,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,12,12,0.260961,0.004273,0.179229,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,16,16,0.261116,0.004273,0.179458,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,20,20,0.261211,0.004273,0.179381,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,24,24,0.261396,0.004349,0.179305,0,P9HK27_0i_03,P0019,25C,231114
0.92,1.53,28,28,0.261718,0.004273,0.179458,0,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,0,0,0.594696,0.004731,0.394776,0,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,4,4,0.608036,0.004807,0.394929,0,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,8,8,0.607559,0.005112,0.394852,0,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,12,12,0.607458,0.004883,0.394852,0,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,16,16,0.607428,0.004883,0.394624,0,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,20,20,0.614700,0.004578,0.394624,0,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,24,24,0.606486,0.004578,0.394318,0,P9HK27_0i_03,P0019,25C,231114
0.9,2.07,28,28,0.607744,0.004654,0.394624,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,0,0,0.427563,0.004349,0.332973,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,4,4,0.440856,0.004349,0.333050,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,8,8,0.440534,0.004425,0.333050,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,12,12,0.440647,0.004425,0.333126,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,16,16,0.441017,0.004425,0.333278,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,20,20,0.440838,0.004502,0.332973,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,24,24,0.441291,0.004425,0.333202,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.98,28,28,0.448194,0.004425,0.332897,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,0,0,0.291826,0.004120,0.241718,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,4,4,0.303748,0.004196,0.241642,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,8,8,0.295814,0.004120,0.241642,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,12,12,0.302204,0.004273,0.241566,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,16,16,0.303528,0.004425,0.241642,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,20,20,0.302657,0.004731,0.241871,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,24,24,0.294819,0.004807,0.241795,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.8,28,28,0.301698,0.004196,0.241947,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,0,0,0.255065,0.004044,0.191666,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,4,4,0.271070,0.004044,0.191589,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,8,8,0.262904,0.004044,0.191055,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,12,12,0.270880,0.004044,0.191589,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,16,16,0.269926,0.004044,0.191055,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,20,20,0.270319,0.004120,0.191589,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,24,24,0.269795,0.004120,0.191360,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.62,28,28,0.270731,0.004044,0.191284,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,0,0,0.260049,0.004044,0.179076,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,4,4,0.262481,0.004731,0.179152,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,8,8,0.261175,0.004196,0.179458,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,12,12,0.261145,0.004273,0.179076,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,16,16,0.261020,0.004654,0.179305,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,20,20,0.261426,0.004273,0.179458,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,24,24,0.261730,0.004196,0.179305,0,P9HK27_0i_03,P0019,25C,231114
0.9,1.53,28,28,0.253748,0.004273,0.179687,0,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,0,0,0.593176,0.004578,0.394776,0,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,4,4,0.607857,0.004731,0.394624,0,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,8,8,0.607899,0.004654,0.394700,0,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,12,12,0.607357,0.004731,0.394776,0,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,16,16,0.607625,0.004731,0.394776,0,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,20,20,0.600060,0.005036,0.395234,0,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,24,24,0.607726,0.004731,0.394852,0,P9HK27_0i_03,P0019,25C,231114
0.8,2.07,28,28,0.607422,0.004883,0.394624,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,0,0,0.427909,0.004502,0.333889,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,4,4,0.440736,0.004502,0.333813,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,8,8,0.440963,0.004731,0.334041,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,12,12,0.440629,0.004578,0.333965,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,16,16,0.440599,0.004654,0.334041,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,20,20,0.440367,0.004578,0.334270,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,24,24,0.447806,0.004349,0.333736,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.98,28,28,0.448080,0.004425,0.333889,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,0,0,0.290873,0.004044,0.241337,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,4,4,0.303152,0.004273,0.241489,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,8,8,0.301996,0.004044,0.241718,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,12,12,0.303569,0.004120,0.241642,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,16,16,0.294819,0.004273,0.241642,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,20,20,0.302878,0.004120,0.241642,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,24,24,0.303021,0.004120,0.241489,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.8,28,28,0.295492,0.004654,0.241795,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,0,0,0.262129,0.003968,0.191360,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,4,4,0.270892,0.004044,0.191513,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,8,8,0.269956,0.003968,0.191360,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,12,12,0.269389,0.003968,0.191208,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,16,16,0.262803,0.004196,0.191589,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,20,20,0.270564,0.004196,0.191208,0,P9HK27_0i_03,P0019,25C,231114
0.8,1.62,24,24,0.270802,0.004044,0.191437,0,P9HK27_0i_03,P0019,25C,231114
